,revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,instance_of_main_entity,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity,length_diff_abs,token_count_old,token_count_new,token_overlap,old_in_new,new_in_old,levenshtein_distance,edit_distance_ratio,complete_replacement,structure_similarity,high_token_overlap,full_cosine_similarity,label_cosine_similarity,description_cosine_similarity,new_value_part_of_old_value,old_value_part_of_new_value,new_value_subclass_old_value,old_value_subclass_new_value,new_value_has_parts_old_value,old_value_has_parts_new_value,new_value_located_in_old_value,old_value_located_in_new_value,new_value_is_metaclass_for_old_value,old_value_is_metaclass_for_new_value
811,801312184,314914,Donald Pleasence,Q314914$1FC1DD92-89DA-423B-9864-50C6EE292F5A,,106,occupation,"""Q948329""",character actor,"""Q33999""",actor,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,British actor (1919–1995),"person who acts in a dramatic or comic production and works in film, television, theatre, or radio",actor who predominantly plays unusual or eccentric characters,unrefinement,,10,2,1,0.5,0,1,10,0.6666666666666666,0,0.5,0,0.9481473,0.8956547,0.47579402,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
814,1220064486,258111,Bianca Cappello,Q258111$F7D11FAD-0107-4EE2-B51F-BE700B7362AF,,734,family name,"""Q67176017""",Capello,"""Q37497205""",Capello,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Italian noble,family name,family name,link_change,,0,1,1,1.0,1,1,0,0.0,0,1.0,0,0.9927004,1.0,0.99999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,31315611,320694,abhurite,q320694$77b6f43a-4dda-4e49-c2c8-1eb612126279,,279,subclass of,"""Q7946""",mineral,"""Q729283""",halide class of minerals,wikibase-entityid,UPDATE,PROPERTY_VALUE,"halide class of minerals, mineral species",halide mineral,Nickel–Strunz 9 ed mineral class number 3,naturally occurring usually inorganic substance that has a (more or less) definite chemical composition and a crystal structure,refinement,halide class of minerals,17,1,4,0.0,1,0,17,0.7083333333333334,0,0.25,0,0.93743,0.5196701,0.2142627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,2158048966,131354,Alcatraz Island,Q131354$9f881812-4bb7-bc6f-f062-4d7cb60a6007,,1889,different from,"""Q1142661""",Alcatraz Federal Penitentiary,"""Q293678""",Alcatraz,wikibase-entityid,UPDATE,PROPERTY_VALUE,"island, tourist attraction","island in San Francisco, California, United States of America",Wikimedia disambiguation page,prison in the San Francisco Bay,link_change,,21,3,1,0.3333333333333333,0,1,21,0.7241379310344828,0,0.33333333333333337,0,0.93057585,0.7591282,0.02889742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,276824126,142545,Tonkinomys daovantieni,Q142545$700699E2-83FF-4C38-8419-0E80E60A282D,,171,parent taxon,"""Q25916""",Muridae,"""Q21447850""",Tonkinomys,wikibase-entityid,UPDATE,PROPERTY_VALUE,taxon,species of mammal,genus of mammals,family of mammals,property_value_update,,3,1,1,0.0,0,0,9,0.9,1,1.0,0,0.9691046,0.25061107,0.7148248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,67217209,313211,Alberto Santos-Dumont,q313211$04FF5B91-D744-47EA-80BF-C28F3E427325,,19,place of birth,"""Q39109""",Minas Gerais,"""Q5747""",Palmyra,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Brazilian aviation pioneer (1873-1932),"ancient city in Homs Governorate, Syria",state in the Southeast Region of Brazil,property_value_update,,5,2,1,0.0,0,0,9,0.75,1,0.5,0,0.91919583,0.1435853,0.18261358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,369032666,336328,flag of Christmas Island,Q336328$3FC90B8D-B434-43E5-8558-8D2DA7406900,,31,instance of,"""Q14660""",flag,"""Q186516""",national flag,wikibase-entityid,UPDATE,PROPERTY_VALUE,flag of a country subdivision,flag of the Australian territory of Christmas Island,flag of a country or nation,"distinctive image used as a symbol, traditionally embodied as a piece of fabric",refinement,,9,1,2,0.5,1,0,9,0.6923076923076923,0,0.5,0,0.9670181,0.6550784,0.3268415,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,694384272,158211,Hahn Airport,q158211$5C24EEE7-4B9C-4E92-A87D-7A7437C034E9,,31,instance of,"""Q21836433""",commercial airport,"""Q1248784""",airport,wikibase-entityid,UPDATE,PROPERTY_VALUE,"air base, commercial airport","airport in Rhineland-Palatinate, Germany","location where aircraft take off and land with extended support facilities, mostly for commercial air transport",German aerodrome category,unrefinement,,11,2,1,0.5,0,1,11,0.6111111111111112,0,0.5,0,0.97551286,0.8338413,0.3023336,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
847,2185826672,329761,Jomei,Q329761$dadd96b4-c174-414d-a069-6db827b77262,,106,occupation,"""Q49757""",poet,"""Q11122954""",waka poet,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Japanese emperor,Person who composes Waka or Tanka,person who writes poetry,refinement,,5,1,2,0.5,1,0,5,0.5555555555555556,0,0.5,0,0.90635586,0.6928652,0.3861829,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,1196226295,209077,José de Espronceda,Q209077$42b1b879-e6c1-4ea0-b32b-0b51c547bee3,,509,cause of death,"""Q134649""",diphtheria,"""Q84263196""",COVID-19,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Spanish poet (1808-1842),contagious disease caused by SARS-CoV-2,infectious disease,property_value_update,,2,1,1,0.0,0,0,10,1.0,1,1.0,0,0.90354234,0.14062718,0.47192192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,2099179108,17493,Thiago Alcântara,Q17493$ffa86c98-4eaa-4496-1b36-1773a9b42a43,,1344,participant in,"""Q373501""",UEFA Euro 2020,"""Q9448""",Premier League,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Spanish association football player,English men's association football top league,16th edition of the quadrennial football championship,property_value_update,,0,3,2,0.0,0,0,13,0.9285714285714286,1,0.6666666666666667,0,0.9453272,0.4403829,0.31631902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,1091369088,420319,"Francisco Javier Castaños, 1st Duke of Bailén",Q420319$d3a4becd-4731-450b-91c7-776ee69714d0,,97,noble title,"""Q166886""",duque,"""Q58481980""",duque,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Spanish general during the Peninsular War (1758-1852),Spanish nobility title Duke,noble or royal title in some European countries and their colonies,link_change,,0,1,1,1.0,1,1,0,0.0,0,1.0,0,0.9846926,0.9999999,0.5569099,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872,802159675,444451,City of Golden Shadow,q444451$32E1455B-A328-445C-96C9-A00314BC2AE4,,31,instance of,"""Q571""",book,"""Q47461344""",written work,wikibase-entityid,UPDATE,PROPERTY_VALUE,literary work,1996 novel by Tad Williams,"any work expressed in writing, such as inscriptions, manuscripts, documents or maps",medium for recording information (words or images) typically on bound pages or more abstractly in electronic or audio form,unrefinement,,8,1,2,0.0,0,0,10,0.8333333333333334,1,0.5,0,0.94528127,0.47837552,0.39129168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886,1049158229,310708,Don Airey,Q310708$9CF5D689-4023-4A8E-8BA8-497779D53EDB,,735,given name,"""Q16275555""",Donald,"""Q13422248""",Donald,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,English keyboardist,male given name,male given name,link_change,,0,1,1,1.0,1,1,0,0.0,0,1.0,0,0.9869205,1.0000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,711282166,255662,Lothar Schreyer,Q255662$01411CD6-7848-4692-8DC8-0D59322500B8,,106,occupation,"""Q36180""",writer,"""Q487596""",dramaturge,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"German artist, editor, and gallery owner (1886-1966)","person fulfilling an advisory role regarding the literary or dramaturgical aspects of theatre, opera or dance productions or within a theatre, opera or dance organization",person who uses written words to communicate ideas and to produce literary works,refinement,,4,1,1,0.0,0,0,7,0.7,1,1.0,0,0.9265991,0.3359043,0.42564633,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,9336603,15674,Kagoshima,q15674$F69F8BFB-C3AB-46B4-A733-5B7494ABB95C,,190,twinned administrative body,"""Q681339""",HMAS Perth,"""Q3183""",Perth,wikibase-entityid,UPDATE,PROPERTY_VALUE,"big city, city for international conferences and tourism, city of Japan, core city of Japan, jōkamachi, prefectural capital of Japan",capital city of Kagoshima prefecture,"capital city of Western Australia, Australia",1963 Perth-class destroyer,link_change,,5,2,1,0.5,0,1,5,0.5,0,0.5,0,0.9717182,0.8254221,0.24041599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,1364396094,368977,Frederic Storck,Q368977$af3a01a4-4b25-baa1-270f-3728b47d3f6a,,135,movement,"""Q12742313""",Tinerimea artistică,"""Q189458""",academic art,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Romanian sculptor (1872–1942),style of painting and sculpture produced under the influence of European academies of art,artistic organization,property_value_update,,7,2,2,0.0,0,0,14,0.7368421052631579,1,1.0,0,0.97209716,0.49594107,0.5756971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,72878028,67986,Rovio,q67986$CA4EA68D-FD9F-4C7B-85CA-8D1D092FF255,,131,located in the administrative territorial entity,"""Q660612""",Lugano District,"""Q1054966""",Ceresio Subdistrict,wikibase-entityid,UPDATE,PROPERTY_VALUE,"former municipality of Switzerland, neighborhood, village","village and former municipality in Val Mara in the canton of Ticino, Switzerland","subdistrict of the canton of Ticino, Switzerland (circolo)","district, including, but not limited to, the city of Lugano, in the Swiss canton of Ticino",refinement,,4,2,2,0.0,0,0,9,0.47368421052631576,1,1.0,0,0.95867395,0.5213709,0.66108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
906,45833264,380942,aenigmatite,q380942$d5da5020-4bad-bb6f-bdde-96c98a704680,,279,subclass of,"""Q3777807""",sapphirine group,"""Q3977914""",sapphirine supergroup,wikibase-entityid,UPDATE,PROPERTY_VALUE,"aenigmatite group, mineral species","sapphirine supergroup, single chain inosilicate mineral",triclinic and monoclinic inosilicates,sapphirine supergroup,unrefinement,aenigmatite group,5,2,2,0.3333333333333333,0,0,5,0.23809523809523808,0,1.0,0,0.96252096,0.8422905,0.19139597,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
908,77281795,27245,Piute County,q27245$EC9E3B58-4DD0-4900-A308-972695C0BF9F,,132,type of administrative division,"""Q47168""",county of the United States,"""Q13415365""",county of Utah,wikibase-entityid,UPDATE,PROPERTY_VALUE,county of Utah,"county in south-central Utah, United States","subdivision of Utah, United States",subdivision used by most states in the United States of America,refinement,,13,5,3,0.3333333333333333,0,0,14,0.5185185185185185,0,0.6,0,0.9857271,0.6316992,0.5531709,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,647640644,257872,Aspazija,q257872$FD59B944-6978-4ED1-8901-34CA291B08F3,,27,country of citizenship,"""Q211""",Latvia,"""Q34266""",Russian Empire,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Latvian poet and playwright (1865–1943),former empire in Eurasia and North America (1721–1917),sovereign state in northeastern Europe,property_value_update,,8,1,2,0.0,0,0,12,0.8571428571428571,1,0.5,0,0.95277417,0.4469068,0.3770444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,5833182,28,Hungary,q28$6F431E48-839D-4F54-A9EB-095E1610FF2B,,47,shares border with,"""Q2157985""",Slovenia at the 2000 Summer Olympics,"""Q215""",Slovenia,wikibase-entityid,UPDATE,PROPERTY_VALUE,"country, landlocked country, sovereign state, successor state",country in Central Europe,country in Central Europe,Olympic team from Slovenia at the summer olympic games 2000,link_change,,28,6,1,0.16666666666666666,0,1,28,0.7777777777777778,0,0.16666666666666663,0,0.9164622,0.58718556,0.24932072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,846101049,116554,Carnotena,Q116554$29f034db-4f98-daa7-d9b9-aa75a25cacb9,,171,parent taxon,"""Q30576""",Bombycidae,"""Q3620570""",Apatelodidae,wikibase-entityid,UPDATE,PROPERTY_VALUE,taxon,genus of insects,family of insects,family of moths,unrefinement,,2,1,1,0.0,0,0,8,0.6666666666666666,1,1.0,0,0.94423544,0.54656386,0.8122062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,1078189027,62861,Alan Perlis,Q62861$B1B2FF77-4623-4F43-BE64-C4E21048A1DA,,735,given name,"""Q59955198""",Alan Jay,"""Q294833""",Alan,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,American computer scientist (1922–1990),male given name,male given name,link_change,,4,2,1,0.5,0,1,4,0.5,0,0.5,0,0.9818536,0.78085935,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
940,1393328914,442928,Louise Colet,q442928$53e092fb-4552-e03c-0646-b10fb8bc2a11,,451,unmarried partner,"""Q88219184""",Alfred de Musset (1810-1857),"""Q179680""",Alfred de Musset,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"French poet, editor (1810–1876)",French writer (1810–1857),painting by Stanislas Darondeau,link_change,,12,4,3,0.75,0,1,12,0.42857142857142855,0,0.75,0,0.9524347,0.91198003,0.30631244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,908560754,443639,Altobello Melone,Q443639$b69c3050-4d26-6b33-ab64-8f0da2331ca9,,734,family name,"""Q37315812""",Melone,"""Q37574039""",Melone,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Italian painter (ca. 1490-1543),family name,family name,link_change,,0,1,1,1.0,1,1,0,0.0,0,1.0,0,0.99435675,0.9999999,0.99999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,142436650,1912,Karim Benzema,q1912$545D6D37-F5C6-463E-82BE-05E657E9DE34,,19,place of birth,"""Q456""",Lyon,"""Q406""",Istanbul,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,French footballer (born 1987),city in Turkey located at the Bosporus Strait,city of France,property_value_update,,4,1,1,0.0,0,0,7,0.875,1,1.0,0,0.8240588,0.4673159,0.24442041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,1514119832,68904,Ropraz,q68904$95812703-287D-41A2-B440-F48C76C9085C,,131,located in the administrative territorial entity,"""Q12771""",canton of Vaud,"""Q495882""",Broye-Vully District,wikibase-entityid,UPDATE,PROPERTY_VALUE,municipality of Switzerland,municipality in Switzerland,"district of the canton of Vaud, Switzerland",canton of Switzerland,refinement,,6,3,2,0.0,0,0,19,0.95,1,0.6666666666666667,0,0.97331953,0.3726256,0.68427235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
960,151546018,246272,Radonín,Q246272$016DCC94-D3AC-4686-935D-3C448A613856,,47,shares border with,"""Q2482909""",Kněžice,"""Q128752""",Číchov,wikibase-entityid,UPDATE,PROPERTY_VALUE,municipality of the Czech Republic,village in Třebíč District of Vysočina region,village in Třebíč District of Vysočina region,village in Jihlava District of Vysočina region,property_value_update,,1,1,1,0.0,0,0,7,1.0,1,1.0,0,0.97222114,0.27304834,0.8024289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,50108549,286808,Fiavé,q286808$2e310649-4302-67c3-45ed-b606b363cc51,,417,patron saint,"""Q3947937""",San Sebastiano,"""Q3947942""",San Sebastiano,wikibase-entityid,UPDATE,PROPERTY_VALUE,commune of Italy,Italian comune,"human settlement in Fossano, Province of Cuneo, Piedmont, Italy",painting by Cima da Conegliano (Musée des Beaux-Arts de Strasbourg),link_change,,0,2,2,1.0,1,1,0,0.0,0,1.0,0,0.8372491,1.0,0.24907723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,1433774873,322374,Pforzheim Central Station,q322374$84D465A2-AD6C-451E-8B08-A9CC3A602684,,31,instance of,"""Q55488""",railway station,"""Q27996466""",Bahnhof (station),wikibase-entityid,UPDATE,PROPERTY_VALUE,"Bahnhof (station), central station","railway station in Pforzheim, Germany",type of train station in Germany according to Eisenbahn-Bau- und Betriebsordnung,railway facility where trains regularly stop to load or unload passengers and/or freight,refinement,,2,2,2,0.0,0,0,8,0.47058823529411764,1,1.0,0,0.95594084,0.67047584,0.4222235,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,2112185823,290,sex,Q290$26c8afc1-4bdd-25db-fd13-1ce3531a5087,,1537,contributing factor of,"""Q36793538""",diversity,"""Q47041""",biodiversity,wikibase-entityid,UPDATE,PROPERTY_VALUE,"medical attribute, role",biological system that determines an individual's sexually reproductive function,degree of variation of life forms,quality of being diverse or different; difference,refinement,role,3,1,1,0.0,1,0,3,0.25,0,1.0,0,0.95271134,0.5964116,0.2505957,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,723861890,110440,Boa Vista,q110440$1A338D14-701C-470C-9C0D-0909956DE177,,131,located in the administrative territorial entity,"""Q494869""",Barlavento Islands,"""Q2721025""",Boa Vista,wikibase-entityid,UPDATE,PROPERTY_VALUE,island,easternmost island of Cape Verde,"municipality on the island of Boa Vista, Cape Verde",northern island group of Cape Verde archipelago,refinement,,9,2,2,0.0,0,0,13,0.7222222222222222,1,1.0,0,0.97871256,0.28057653,0.62623304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
990,711117381,116344,Alexey Bystrov,q116344$21546FD3-6EC5-4133-95C6-DDD8B23DA91A,,106,occupation,"""Q864503""",biologist,"""Q350979""",zoologist,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Russian scientist (1899–1959),someone who studies or practices zoology,scientist studying living organisms,refinement,,0,1,1,0.0,0,0,2,0.2222222222222222,1,1.0,0,0.9289681,0.6352961,0.57456124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,6283556,331,Ricardo Lagos,q331$0ADAF7E1-2B61-4878-B078-D28B3B2954EA,,19,place of birth,"""Q408217""",Santiago Island,"""Q2887""",Santiago,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"Chilean politician, president of Chile from 2000 to 2006",capital city of Chile,"Island in the Galápagos Archipelago, Ecuador",link_change,,7,2,1,0.5,0,1,7,0.4666666666666667,0,0.5,0,0.95446706,0.8620237,0.27830315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,2245976601,310048,Don DeLillo,Q310048$f4dbbcb9-4155-5f3d-0712-c660cc580ca7,,734,family name,"""Q16869452""",DeLillo,"""Q130268652""",DeLillo,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"American novelist, playwright and essayist",family name,family name,link_change,,0,1,1,1.0,1,1,0,0.0,0,1.0,0,0.99364287,0.9999999,0.99999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,1406074927,453193,Henschel Hs 121,Q453193$E06754C6-F816-44A8-BA39-31CD140556FA,,279,subclass of,"""Q216916""",military aircraft,"""Q11436""",aircraft,wikibase-entityid,UPDATE,PROPERTY_VALUE,"aircraft model, military aircraft",type of aircraft,machine that is able to fly by gaining support from the air other than the reactions of the air against the earth’s surface,aircraft class designed or used for military duties,unrefinement,military aircraft,9,2,1,0.5,0,1,9,0.5294117647058824,0,0.5,0,0.9628455,0.8370991,0.3200934,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,7146452,1095,Limburg,q1095$7726119D-4976-4DD8-920E-B0DDAE61D8D8,,37,official language,"""Q488963""",names for the Dutch language,"""Q7411""",Dutch,wikibase-entityid,UPDATE,PROPERTY_VALUE,province of Belgium,"province in Flanders, Belgium",West Germanic language,aspect of history,link_change,,23,5,1,0.2,0,1,23,0.8214285714285714,0,0.19999999999999996,0,0.97968787,0.6909715,0.1412313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,2034406681,458671,Giuseppe Castiglione,Q458671$25496fbf-426b-14f8-9f65-76a0aad2c56e,,1412,"languages spoken, written or signed","""Q3110592""",written Chinese language,"""Q7850""",Chinese,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"Italian monk, missionary and painter (1688-1766)",language group of the Sinitic languages,"overview of writing varieties of Chinese, unified in Qin dynasty",unrefinement,,17,3,1,0.3333333333333333,0,1,17,0.7083333333333334,0,0.33333333333333337,0,0.9115777,0.62144196,0.27381396,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,46413577,3718,Dakar,q3718$89E61B03-0A7B-4BFB-B870-A7B45AB19707,,31,instance of,"""Q494721""",city of Japan,"""Q515""",city,wikibase-entityid,UPDATE,PROPERTY_VALUE,"port city, big city, city",capital and the largest city of Senegal,large human settlement,administrative division of Japan,unrefinement,,9,3,1,0.3333333333333333,0,1,9,0.6923076923076923,0,0.33333333333333337,0,0.96537614,0.55566835,0.06812154,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,2184798504,291849,Hadropithecus,Q291849$91A307C0-8068-4CBA-AB27-84FE7F14BB37,,171,parent taxon,"""Q13362641""",Archaeolemurinae,"""Q632216""",Monkey lemur,wikibase-entityid,UPDATE,PROPERTY_VALUE,monotypic fossil taxon,genus of mammals,family of mammals,subfamily of mammals,refinement,,4,1,2,0.0,0,0,11,0.6875,1,0.5,0,0.9442786,0.36812198,0.8008403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,75070414,173532,Byblos,q173532$9980B954-CA1D-416D-8B42-954D1FF42AD2,,17,country,"""Q38""",Italy,"""Q822""",Lebanon,wikibase-entityid,UPDATE,PROPERTY_VALUE,"archaeological site, city, city-state, human settlement","Mediterranean city in the Mount Lebanon Governorate, Lebanon, a main Canaanite-Phoenician city",sovereign state in Near East,country in Southern Europe,property_value_update,,2,1,1,0.0,0,0,6,0.8571428571428571,1,1.0,0,0.9873161,0.54639524,0.34931633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,118299017,115998,Gorna Oryahovitsa,q115998$4D5B0322-4FBE-458E-9FC0-674499CB92F8,,131,located in the administrative territorial entity,"""Q2012621""",Veliko Tarnovo,"""Q2603553""",Gorna Oryahovitsa,wikibase-entityid,UPDATE,PROPERTY_VALUE,"city in Bulgaria, municipality seat","city in Gorna Oryahovitsa municipality, Veliko Tarnovo oblast, Bulgaria","municipality in Veliko Tarnovo oblast, Bulgaria",oblast of Bulgaria,refinement,,3,2,2,0.0,0,0,14,0.8235294117647058,1,1.0,0,0.99465346,0.35679013,0.6626666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1031,710808327,6914,1808,Q6914$525AC112-FE13-4BDA-A748-E4B4F038D677,,527,has part(s),"""Q16630413""",December 1808,"""Q16637819""",February 1808,wikibase-entityid,UPDATE,PROPERTY_VALUE,"calendar year, leap year, leap year starting on Friday and ending on Saturday",year,month of 1808,month of 1808,property_value_update,,0,2,2,0.3333333333333333,0,0,7,0.5384615384615384,0,1.0,0,0.99214697,0.8748219,1.0000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,891581033,36405,Aberdeen,Q36405$C00E6692-1FF7-4833-AA6B-FD999206C46F,,1376,capital of,"""Q2425849""",Aberdeen City Council,"""Q62274582""",Aberdeen City,wikibase-entityid,UPDATE,PROPERTY_VALUE,"big city, city, human settlement","city in Scotland, United Kingdom",council area of Scotland,"Scottish unitary authority council in Aberdeen, Scotland, United Kingdom",link_change,,8,3,2,0.6666666666666666,0,1,8,0.38095238095238093,0,0.6666666666666667,0,0.9848747,0.8472724,0.7248715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1037,6353566,9036,Nikola Tesla,q9036$15331251-A870-4FD2-A025-97BC65549A14,,106,occupation,"""Q1326886""",electrical engineer,"""Q81096""",engineer,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Serbian-American inventor (1856–1943),professional practitioner of engineering,professional practicioner of electrical engineering,unrefinement,,11,2,1,0.5,0,1,11,0.5789473684210527,0,0.5,0,0.9758096,0.835172,0.7540643,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,7359914,8844,Centaurus,q8844$214DB4F7-4B76-42BA-B2D0-78B8BF12B92E,,31,instance of,"""Q2477670""",Constellation egg,"""Q8928""",constellation,wikibase-entityid,UPDATE,PROPERTY_VALUE,constellation,stellar constellation in the southern celestial hemisphere,image on the celestial sphere consisting of stars according to any current of historical system or description,1917 Imperial Fabergé egg,link_change,,4,2,1,0.0,0,0,4,0.23529411764705882,1,0.5,0,0.92561156,0.73582745,0.19207022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,1289272391,166615,,Q166615$93E1392F-2DD7-4E50-8307-45CE295C7C0B,,31,instance of,"""Q102356""",brigade,"""Q22115622""",panzerbrigade,wikibase-entityid,UPDATE,PROPERTY_VALUE,armored brigade,,armored brigade formation organized within the German Army,"military formation size designation, typically of 3–6 battalions",refinement,,6,1,1,0.0,1,0,6,0.46153846153846156,0,1.0,0,0.9224266,0.33051535,0.59608746,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,406770695,162477,Alchemilla alpina,Q162477$9367D38C-6ABB-440E-BAA0-3206D48F1EE1,,171,parent taxon,"""Q2640257""",Alchemilla sect. Alpinae,"""Q157180""",Alchemilla,wikibase-entityid,UPDATE,PROPERTY_VALUE,taxon,species of plant,genus of plants,section of plants,unrefinement,,14,3,1,0.3333333333333333,0,1,14,0.5833333333333334,0,0.33333333333333337,0,0.9761441,0.7487588,0.5795638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069,737002741,82925,Joseph Conrad,q82925$F6114CF5-45EF-498E-95E4-E3F62CF814F0,,27,country of citizenship,"""Q36""",Poland,"""Q34266""",Russian Empire,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Polish-British writer (1857–1924),former empire in Eurasia and North America (1721–1917),country in Central Europe,property_value_update,,8,1,2,0.0,0,0,12,0.8571428571428571,1,0.5,0,0.9509994,0.42345148,0.27184916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,2061193098,370923,Rense Vis,Q370923$82E64C4E-EB1A-4595-B880-FE693BE4ED21,,735,given name,"""Q3150971""",Rense,"""Q21145438""",Rense,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Dutch footballer (1904–1993),given name,male given name,link_change,,0,1,1,1.0,1,1,0,0.0,0,1.0,0,0.98930264,1.0,0.66544765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,2049582223,108818,Alfred Quellmalz,q108818$C224910B-9D03-43B0-BB90-F799347087AC,,27,country of citizenship,"""Q43287""",German Empire,"""Q1206012""",German Reich,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,university teacher (1899-1979),"official name for the German nation state from 1871 to 1945, and name of Germany until 1949",German nation-state in Central Europe from 1871 to 1918,property_value_update,,1,2,2,0.3333333333333333,0,0,5,0.38461538461538464,0,1.0,0,0.9493337,0.80066955,0.7095684,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
