revision_id,entity_id,value_id,property_id,change_target,property_label,old_value,old_value_label,new_value,new_value_label,label
238619057,26178,Q26178$93C6F102-AF9E-4387-A25B-6482E0831BB7,735,,given name,"""Q18177136""",Felix,"""Q971545""",Felix,link fix
238890471,10135,Q10135$6396bc47-4a23-6c7c-7a4a-ce030aac6186,348,,software version identifier,"""5.0.0 Beta1""",,"""5.0.0""",,unrefinement
239222742,40712,description,-2,,description,"""species of birds""",,"""species of bird""",,formatting
240738596,15910,q15910$2CA1EF7C-6E53-4256-8BA1-889A75FDF640,373,,Commons category,"""Radovljica""",,"""Radovljica municipality""",,refinement
242534377,26238,description,-2,,description,"""butterfly""",,"""species of insect""",,value generalization
242631883,28019,label,-1,,label,"""Cypriot cup season 1952-1953""",,"""1952-53 Cypriot Cup""",,"formatting, rewording"
244332637,41173,q41173$4737D4CE-3A9D-4BD5-AACD-FE529933FECC,569,,date of birth,"""+1992-08-21T00:00:00Z""",,"""+1992-08-20T00:00:00Z""",,none
245189270,13515,Q13515$cb806afe-48fd-e57f-e050-a4061b726796,106,,occupation,"""Q482980""",author,"""Q11774202""",essayist,value specification
247260464,3070,Q3070$34CDACB4-35EA-4EB4-B1C9-D06C331274A5,18,,image,"""San_Jose,.JPG""",,"""San Jose,.JPG""",,formatting
248422109,13543,q13543$EDBB3FD2-28F6-4700-A383-D28594505036,564,,singles record,"""23–55""",,"""23–56""",,none
252309659,29589,q29589$5F1B8AE4-3CF6-457E-B4EC-B07C6D54B619,373,,Commons category,"""Stereogram""",,"""Stereograms""",,formatting
254502383,2138,description,-2,,description,"""capital of New Brunswick""",,"""capital city of province of New Brunswick, Canada""",,refinement
254703699,41213,Q41213$a81bd32f-4d6b-07e3-9d15-8267f9502bc5,361,,part of,"""Q5532783""",Genesis,"""Q9184""",Book of Genesis,link fix
254888585,2042,Q2042$e8d151f9-4f88-bd19-3a13-0324b219bf92,1477,,birth name,"""Charles André Joseph Mariede Gaulle""",,"""Charles André Joseph Marie de Gaulle""",,typo
254910390,6163,label,-1,,label,"""Unna District""",,"""Unna""",,unrefinement
255061423,4830,description,-2,,description,"""Wikimedia category page""",,"""Wikimedia category""",,unrefinement
255581967,1073,description,-2,,description,"""organ of the animal central nervous system located in to head""",,"""organ of the animal central nervous system located in the head""",,typo
258373783,29676,description,-2,,description,"""Bridge builder.""",,"""Swiss bridge builder""",,"formatting, refinement"
259176922,40759,description,-2,,description,"""Character of the Japanese alphabet: hiragana""",,"""character of the Japanese alphabet: hiragana""",,formatting
259217325,10469,q10469$93298cd7-4db6-6d9f-8919-cbad2e0199d6,150,,contains the administrative territorial entity,"""Q1805087""",Langenprozeltener Forst,"""Q1614341""",Herrnwald,none
261516737,1286,label,-1,,label,"""Alps""",,"""Alpes""",,typo
263369103,21354,q21354$F7CB482B-C753-4329-AC91-4EF6E4DF6A77,625,,coordinate location,"{""latitude"": 48.5425, ""longitude"": 7.7103}",,"{""latitude"": 48.551111111111, ""longitude"": 7.7136111111111}",,value correction
263394742,21425,q21425$DDAE2144-C570-4149-8C62-72DEAA123081,625,,coordinate location,"{""latitude"": 48.7975, ""longitude"": 8.0033}",,"{""latitude"": 48.796944444444, ""longitude"": 8.0025}",,value correction
263643852,22093,q22093$73239EC7-66B7-470A-BE44-F06810D4A418,625,,coordinate location,"{""latitude"": 49.3825, ""longitude"": 5.9533}",,"{""latitude"": 49.381666666667, ""longitude"": 5.9525}",,value correction
263725917,22799,q22799$D60F6FF1-2AF4-4963-AE00-82123EBE081E,625,,coordinate location,"{""latitude"": 48.4056, ""longitude"": 7.2158}",,"{""latitude"": 48.404722222222, ""longitude"": 7.215}",,value correction
263994392,20070,Q20070$198634B3-BEC1-4EDD-AFCF-30697AE3F4F0,242,,locator map image,"""Crimmitschau in_Z.svg""",,"""Crimmitschau in Z.svg""",,formatting
266520256,16297,Q16297$2BC2F04D-E5A3-44CC-95A5-34D7D673575B,26,,spouse,"""Q16297""",William Shatner,"""Q1529685""",Nerine Kidd,none
266563254,532,description,-2,,description,"""small clustered human settlement smaller than a town, with a typical population of a few hundred""",,"""small clustered human settlement smaller than a town""",,unrefinement
267324229,1960,q1960$BDF165D2-CADD-4D47-AFF6-73E4FE90377D,131,,located in the administrative territorial entity,"""Q557539""",Dar es Salaam Region,"""Q2559728""",Ilala District,value specification
267631292,10000,Q10000$f4eda981-4f38-7325-86eb-5bbdc7cd5047,856,,official website,"""https://nl.wikipedia.org/""",,"""https://nl.wikipedia.org""",,formatting
270089738,18459,q18459$9C4077EC-0DB3-481D-A72A-BAC5ECB8CA72,373,,Commons category,"""Yongin, Gyeonggi-do""",,"""Yongin""",,unrefinement
270497298,29364,Q29364$09DD2BDF-8DA1-4F99-9A4A-C777C40A863C,18,,image,"""montgomery,al.png""",,"""Montgomery,al.png""",,formatting
271842691,1523,description,-2,,description,"""Ancient Egyptian Pharoah""",,"""Ancient Egyptian Pharaoh""",,typo
275894122,213,Q213$5ab8e2c3-4b45-2d24-f281-e5ad4312ae9b,1549,,demonym,"""ехиња""",,"""Чехиња""",,none
277012625,8597,label,-1,,label,"""Akbar""",,"""Akbar (Shivam)""",,refinement
278545444,29019,Q29019$ad5e75f3-487b-69a6-e283-bbdb0e45875f,31,,instance of,"""Q44539""",temple,"""Q855747""",Egyptian temple,type specialization
281196373,8757,description,-2,,description,"""ity and municipality  in Spain""",,"""city and municipality  in Spain""",,typo
281758208,20649,Q20649$32b46d89-4daa-decd-0988-cf032b1bcaab,131,,located in the administrative territorial entity,"""Q3107""",Sylt,"""Q21008""",Sylt,link fix
282495899,5943,Q5943$ed665b60-4cca-b889-51a2-4491f6487820,214,,VIAF cluster ID,"""173081531""",,"""144257099""",,none
283143654,18578,description,-2,,description,"""His Dark Materials book""",,"""novel by Philip Pullman""",,none
284595209,19877,Q19877$48a3cf5c-4d7d-5da0-393b-fba13a2568e3,969,,,"""Via Accademia delle Scienze 6""",,"""Via Accademia delle Scienze""",,unrefinement
290967332,733,Q733$bb2753b0-4491-6f7c-e365-7211e7dd2e57,41,,flag image,"""Flag_of_Paraguay_(1842-1954).svg""",,"""Flag of Paraguay (1842-1954).svg""",,formatting
291118323,10818,description,-2,,description,"""Attacks on the London public transport system on 7 July 2005""",,"""attacks on the London public transport system on 7 July 2005""",,formatting
291851226,12572,Q12572$BFAB0CC9-EFC9-4411-8924-3FEC56DA4C87,242,,locator map image,"""Haute-Loire departement locator map.svg""",,"""Département 43 in France 2016.svg""",,none
295648243,37643,q37643$762e7d9d-451f-546b-806a-e16ac7e8bfa1,580,,start time,"""+2918-08-02T00:00:00Z""",,"""+1990-08-02T00:00:00Z""",,none
295692648,18123,label,-1,,label,"""Canton of Chenôve""",,"""canton of Chenôve""",,formatting
296159728,352,q352$15459201-7A0A-4805-89E1-D811ECF73551,27,,country of citizenship,"""Q183""",Germany,"""Q41304""",Weimar Republic,value specification
296795256,33866,Q33866$78C6D34A-ABAF-426D-AEAD-E0A434AC0A33,106,,occupation,"""Q18972771""",,"""Q1524582""",husbandry worker,link fix
297217133,39018,Q39018$a3c79dad-4060-883a-479d-f6fd6e418716,31,,instance of,"""Q4164871""",position,"""Q355567""",noble title,type specialization
299548187,14086,Q14086$0D5D9D9B-49E5-4E08-A99A-079771CFF000,1971,,number of children,"""+1""",,"""+3""",,none
301388356,32999,Q32999$4450f6aa-4864-61c1-9174-61219896e996,856,,official website,"""http://www.viennaairport.com/en/""",,"""http://www.viennaairport.com/en""",,formatting
305721370,42068,Q42068$5C4622A2-5DBB-4E6A-B78F-F5136EC588C7,1421,,GRIN URL,"""http://www.ars-grin.gov/cgi-bin/npgs/html/taxon.pl?401631""",,"""https://npgsweb.ars-grin.gov/gringlobal/taxonomydetail.aspx?id=401631""",,none
310824749,6465,label,-1,,label,"""department of France""",,"""department""",,unrefinement
311643987,30530,description,-2,,description,"""human protein""",,"""human protein (annotated by UniProtKB/Swiss-Prot P42357)""",,refinement
314117599,36452,description,-2,,description,"""language""",,"""Samoyedic language""",,refinement
315324796,36747,Q36747$017fd2ac-401d-a60f-16db-9631bb1bfc33,910,,topic's main category,"""Q9723003""",Category:Native American topics,"""Q8977145""",Category:Native American topics,link fix
320451820,20449,Q20449$e71e3046-4686-d36d-2cf1-d0eaa5414247,1082,,population,"""+1896""",,"""+1842""",,none
322068691,37226,Q37226$6e2b7d54-4e11-4236-5567-5df0d81e05eb,2521,,female form of label,"""مدرسة""",,"""مُدرسة""",,none
322186985,34271,label,-1,,label,"""Tibetan language""",,"""Tibetan""",,unrefinement
323483380,26767,Q26767$FEEB31EB-D386-4E50-9DD4-04A2218D7D94,242,,locator map image,"""Map_commune_FR_insee_code_49003.png""",,"""Map commune FR insee code 49003.png""",,formatting
323513295,20892,Q20892$5F29E913-1B42-4665-AECE-051EF4341ABA,242,,locator map image,"""Map_commune_FR_insee_code_50353.png""",,"""Map commune FR insee code 50353.png""",,formatting
323565297,21934,Q21934$23B780BF-8E63-4828-BA3D-233C285211E1,242,,locator map image,"""Map_commune_FR_insee_code_57320.png""",,"""Map commune FR insee code 57320.png""",,formatting
323568946,22168,Q22168$37AF1952-CED8-4850-8656-5B41A827D676,242,,locator map image,"""Map_commune_FR_insee_code_57569.png""",,"""Map commune FR insee code 57569.png""",,formatting
323698925,6753,Q6753$1F6919AC-2235-4330-A79F-BBD150FF9FE4,242,,locator map image,"""Map_commune_FR_insee_code_66016.png""",,"""Map commune FR insee code 66016.png""",,formatting
323704339,22481,Q22481$1B5CA5E9-88D5-484E-ADDE-9FAC0BB437CC,242,,locator map image,"""Map_commune_FR_insee_code_67169.png""",,"""Map commune FR insee code 67169.png""",,formatting
323705974,21297,Q21297$6ECB9F04-C02A-44D7-B805-CD5EC0AD46AB,242,,locator map image,"""Map_commune_FR_insee_code_67286.png""",,"""Map commune FR insee code 67286.png""",,formatting
323708316,21443,Q21443$9E974B7F-D7A7-4AC4-B168-D183BAE1D8D2,242,,locator map image,"""Map_commune_FR_insee_code_67456.png""",,"""Map commune FR insee code 67456.png""",,formatting
323919055,2840,description,-2,,description,"""Human disease""",,"""infectious human disease""",,"formatting, refinement"
327595954,28144,Q28144$7961EC63-2AA3-41A4-BFC5-0DF09B4C48CA,18,,image,"""Willem_Kalf.jpg""",,"""Willem Kalf.jpg""",,formatting
330134644,2345,Q2345$285C7DCD-971B-4C77-B042-056BB880CAB1,462,,color,"""Q2254548""",black-and-white photographic film,"""Q838368""",black-and-white,value correction
331983848,31284,label,-1,,label,"""Dominican Revolutionary Party""",,"""Dominicnn Revolutionary Party""",,typo
334058429,39837,label,-1,,label,"""Averroes""",,"""Averrois""",,language standardization
335013555,1223,Q1223$97af5e67-46d0-25fb-8e3d-2bbc5d75030f,998,,Curlie ID,"""World/Français/Régional/Amérique/Etats-Unis/Washington""",,"""World/Français/Régional/Amérique/Etats-Unis/Washington/""",,formatting
337931804,39222,label,-1,,label,"""rabies""",,"""Rabies""",,formatting
338775404,24401,label,-1,,label,"""Universiti Teknologi Malaysia""",,"""University of Technology Malaysia""",,typo
339802130,27041,Q27041$DB2D6734-F578-404E-B063-E8A62C5AC07C,36,,capital,"""Q326304""",Moab,"""Q130134""",Moab,link fix
340524887,22989,Q22989$D10691CD-2FA5-40C0-AD00-21C9DC5F9505,27,,country of citizenship,"""Q39""",Switzerland,"""Q258""",South Africa,none
341539668,24603,q24603$DD5FFBCB-EA11-4F2E-8A10-663871C2DE10,31,,instance of,"""Q515""",city,"""Q1093829""",city in the United States,type specialization
345322607,11188,Q11188$da755db2-41b5-b49b-735b-24d66f40f185,1082,,population,"""+7124500000""",,"""+7124""",,none
345360968,17455,q17455$3E1851FB-D10B-411E-9B91-10ABB72551FC,20,,place of death,"""Q61""","Washington, D.C.","""Q1473658""",Walter Reed Army Medical Center,value specification
345834713,36658,Q36658$55D9151E-E52C-457D-A3B9-76A144C51465,214,,VIAF cluster ID,"""147035923""",,"""142905398""",,none
348043346,37495,description,-2,,description,"""part of the Mediterranean See""",,"""part of the Mediterranean Sea""",,typo
349365591,36180,Q36180$5e1bdd60-4822-14a2-6f66-58bd6da6e237,2521,,female form of label,"""écrivain""",,"""écrivaine""",,typo
351571542,1297,Q1297$cd67bdda-4e95-b887-6ac5-8e302d5c4cc1,190,,twinned administrative body,"""Q25287""",Gothenburg,"""Q52502""",Gothenburg Municipality,none
354118525,25140,description,-2,,description,"""Czech historian""",,"""czech historian""",,formatting
355680192,39444,Q39444$e5287324-442a-f0b7-6af5-4da1e734b89e,54,,member of sports team,"""Q602482""",Cienciano,"""Q332527""",Deportivo Independiente Medellín,none
355969752,24522,label,-1,,label,"""11th season of Family Guy""",,"""eleventh season of Family Guy""",,formatting
358160400,777,Q777$4E5E621E-9301-4FA3-A5C8-4A528B1638CB,154,,logo image,"""Google_Chrome_for_Android_Icon_2016.svg""",,"""Google Chrome for Android Icon 2016.svg""",,formatting
358296822,16737,label,-1,,label,"""Súriaki""",,"""Súria""",,none
361358646,719,Q719$0C4D225B-DE62-4C57-8E2A-D262276CB4F6,2046,,area,"""+46880000""",,"""+18.10""",,none
362800873,23559,Q23559$1ca422bc-45c6-4191-844e-b95d3e3db60b,39,,position held,"""Q1541071""",Italian Minister of the Interior,"""Q26243819""",minister of Interior of the Kingdom of Italy,none
362979174,701,Q701$9db90243-4568-7a50-7ed0-e17a6b6285cb,856,,official website,"""http://www.noord-holland.nl""",,"""https://www.noord-holland.nl/""",,formatting
363336703,14123,label,-1,,label,"""West Lombok Regency""",,"""Lombok Barat""",,language standardization
363336826,26739,label,-1,,label,"""Kaimana Regency""",,"""Kaimana""",,unrefinement
363336939,14163,label,-1,,label,"""Mempawah Regency""",,"""Mempawah""",,unrefinement
363512540,5,Q5$1c6c476c-49c0-ea58-5ca3-893825ab9be5,1963,,properties for this type,"""Q1477""",ulcerative colitis,"""P1477""",,value correction
364493623,14015,Q14015$7B5592ED-DB78-401C-8CEE-705062EEB9B9,3083,,SIMBAD ID,"""NGC+650""",,"""NGC 650""",,formatting
364515175,14020,Q14020$F64E0BF4-E0A5-4788-A319-783CF4BF9DE1,3083,,SIMBAD ID,"""ETA+BOO""",,"""ETA BOO""",,formatting
364515309,14065,Q14065$129ADD89-646D-4773-BDD7-7C7C7FDA894E,3083,,SIMBAD ID,"""Zeta+Ursae+Minoris""",,"""Zeta Ursae Minoris""",,formatting
364515731,5114,Q5114$3195B5EB-34EE-4EF7-BBBC-A079AF3FF6B1,3083,,SIMBAD ID,"""VV+288""",,"""VV 288""",,formatting
364515781,13243,Q13243$C7FC450D-9771-4E83-81B6-ED040E928FA2,3083,,SIMBAD ID,"""BET+AQR""",,"""BET AQR""",,formatting
364517969,14238,Q14238$4740BA19-F721-43FA-93E8-1C688B82E2A5,3083,,SIMBAD ID,"""GAM+GEM""",,"""GAM GEM""",,formatting
366106406,40520,q40520$394FC91D-81CA-446F-B464-F9E1C6E859F4,214,,VIAF cluster ID,"""57411742""",,"""12146951309115370849""",,none
371860207,5926,Q5926$2a1f3f38-4695-9136-275e-63b38552a212,94,,coat of arms image,"""DEU Osterholz COA.svg""",,"""DEU Landkreis Osterholz COA.svg""",,refinement
374228852,1729,q1729$662C257B-E385-4414-B6CC-7497201B8A87,473,,local dialing code,"""036202""",,"""36202""",,formatting
374420731,183,Q183$f5549130-4c61-7cd5-1807-5f5a9b48832b,41,,flag image,"""Flag of German Reich (1933–1935).svg""",,"""Flag of the German Reich (1933–1935).svg""",,value correction
374515838,18839,label,-1,,label,"""lesser crested tern""",,"""Lesser Crested Tern""",,formatting
376162570,1200,Q1200$A2B214DF-EF86-469C-97B7-AE301B053085,571,,inception,"""+1946-00-00T00:00:00Z""",,"""+1946-08-30T00:00:00Z""",,refinement
377072884,14041,description,-2,,description,"""Galaxy""",,"""galaxy""",,formatting
377663410,21199,description,-2,,description,"""numbers used for counting and ordering""",,"""number used for counting and ordering""",,formatting
378159033,39837,label,-1,,label,"""Averrois""",,"""Averroes""",,language standardization
380647566,13538,q13538$BA842772-1414-445C-AEF3-3AF64DD72C30,555,,doubles record,"""83–53""",,"""95–57""",,none
381533474,7778,description,-2,,description,"""history of France""",,"""aspect of history""",,value generalization
386598991,9106,q9106$C6204538-F481-47AE-91E0-1090067BD45F,569,,date of birth,"""+1834-02-08T00:00:00Z""",,"""+1834-01-27T00:00:00Z""",,none
388057840,35530,description,-2,,description,"""An era of professional wrestling""",,"""era of professional wrestling""",,formatting
392188562,252,Q252$A63DA268-FD2D-4CB6-B984-769BBEE9345E,856,,official website,"""http://www.indonesia.go.id/en.html""",,"""http://www.indonesia.go.id""",,formatting
393303327,6599,description,-2,,description,"""trans-Neptunian object""",,"""resonant trans-Neptunian object""",,refinement
394258219,48,Q48$11b98e32-422f-f030-67d8-578a35eff0b2,1549,,demonym,"""asian""",,"""Asian""",,formatting
394582837,8815,description,-2,,description,"""computer character encodingt""",,"""computer character encoding""",,typo
396226093,183,Q183$0ab20f15-401b-3943-1f4e-f8aa41ef25f8,1448,,official name,"""جمهورية ألمانيا التحادية""",,"""جمهورية ألمانيا الاتحادية""",,none
400365540,1058,q1058$C6CE310D-35E4-4673-AB4D-C8843704F1AA,18,,image,"""PM_Modi_2015.jpg""",,"""PM Modi 2015.jpg""",,formatting
400978097,41884,description,-2,,description,"""seventh month of the Iranian calender""",,"""seventh month of the Iranian calendar""",,typo
408212173,35900,Q35900$5CB403CA-D469-42E1-AC09-13646F1C6BF0,569,,date of birth,"""+1048-05-24T00:00:00Z""",,"""+1048-05-18T00:00:00Z""",,none
408488889,25276,Q25276$1987990e-4ee3-63ef-e648-b4c7282a026e,2445,,metasubclass of,"""Q20054002""",,"""Q11344""",chemical element,link fix
412336669,3335,Q3335$0F99B048-25BC-456A-9CB7-4D21E9F362D9,103,,native language,"""Q1860""",English,"""Q7979""",British English,value specification
412650559,20,q20$B0E166D5-93B3-4494-8896-1C102D01CC6A,37,,official language,"""Q9043""",Norwegian,"""Q25167""",Bokmål,value specification
413598676,26184,Q26184$D9B5C251-271E-440E-9CDB-3BD626F396A9,569,,date of birth,"""+1901-12-04T00:00:00Z""",,"""+1901-11-21T00:00:00Z""",,none
414791484,6697,Q6697$000C278E-00DB-47BF-B7AD-6EF6F4013737,214,,VIAF cluster ID,"""148345667""",,"""167465264""",,none
415912808,308,description,-2,,description,"""smallest and closest to the Sun of the eight planets in the Solar System, also the second hottest planet in the solar system.""",,"""smallest and closest planet to the Sun""",,unrefinement
416335550,2678,q2678$8B33BF91-04A5-4A03-8B13-7B12E2759CE9,373,,Commons category,"""Homel""",,"""Homieĺ""",,language standardization
420669927,18746,Q18746$388E1628-D392-43E5-ACFA-82507FA3C7C9,31,,instance of,"""Q2008050""",list of municipalities of Albania,"""Q3957""",town,none
421929032,4612,Q4612$DCF6A1CA-73AA-4C18-A049-40A4CD575F64,140,,religion or worldview,"""Q171201""",Hasidism,"""Q864936""",state atheism,none
432057664,4702,Q4702$B1E8B87E-3FB7-4C8F-9931-19CD679AA14A,31,,instance of,"""Q1539532""",sports season of a sports club,"""Q27020041""",sports season,type unrefinement
434978610,5062,Q5062$11B6B039-AE7D-4927-ABC1-AEDE9A2A4A99,856,,official website,"""http://www.ntbprov.go.id/""",,"""http://www.ntbprov.go.id""",,formatting
436229180,9022,label,-1,,label,"""Guadalajara""",,"""Guadalajaro""",,typo
436801192,32399,description,-2,,description,"""russian mathematician""",,"""Russian mathematician""",,formatting
437744748,39722,Q39722$45959d05-4552-0ffc-8319-baafab3d492e,86,,composer,"""somevalue""",,"""Q7347206""",Robert MacArthur Crawford,none
440128593,38679,label,-1,,label,"""Belgian Shepherd Dog""",,"""Tervuren""",,value generalization
441648450,30865,label,-1,,label,"""Eike Batista""",,"""Eiki batista""",,typo
449937836,39311,description,-2,,description,"""American politican""",,"""American politician""",,typo
451817149,11975,Q11975$65b0558a-407e-84a3-b572-8d9a14b2c3b7,735,,given name,"""Q1684580""",Jean,"""Q4160311""",Jean,link fix
452933376,18671,description,-2,,description,"""impulse control disorder that involves the episodic inability to control violent impulses with a disproportionate degree of aggressiveness.""",,"""impulse control disorder that involves the episodic inability to control violent impulses with a disproportionate degree of aggressiveness""",,formatting
453280900,38496,label,-1,,label,"""Boxer""",,"""Boxar""",,typo
456388347,4995,Q4995$F5AFA3BA-35AE-4C14-AB2F-F01049F4999B,355,,child organization/unit,"""Q2590499""",China Resources Beer,"""Q21158111""",China Resources Beer,link fix
457371996,42142,label,-1,,label,"""Jeju City""",,"""Jeju""",,unrefinement
459119421,6337,Q6337$80E4C272-B184-4F11-B810-DA2546325358,242,,locator map image,"""Saxony Vogtlandkreis 2008.png""",,"""Saxony V.svg""",,"formatting, unrefinement"
463056709,38235,Q38235$F388E23C-77AB-4FFB-B9F7-B420CE39DD7C,577,,publication date,"""+2012-01-01T00:00:00Z""",,"""+2012-08-08T00:00:00Z""",,none
463083775,279,Q279$62C1F2B0-3532-4E9B-9861-FC1ED2AE7378,625,,coordinate location,"{""latitude"": 44.644722222222, ""longitude"": 10.925555555556}",,"{""latitude"": 44.64582, ""longitude"": 10.92572}",,none
463254998,17455,Q17455$C2559B3E-C318-4411-8543-B62762FF6D5A,1196,,manner of death,"""Q3739104""",natural causes,"""Q212961""",pancreatic cancer,none
463257248,15576,Q15576$B62A4648-06EF-438D-99EC-92F625BA1E2D,214,,VIAF cluster ID,"""130704951""",,"""150388358""",,none
465122053,28423,Q28423$4E9B79B9-BAB4-45A4-97F4-F057E1606707,1843,,taxon common name,"""môr-wennol fawr""",,"""Môr-wennol fawr""",,formatting
466161325,7603,Q7603$85bc1fbc-42cd-a9c2-536c-f2fa95a2e651,279,,subclass of,"""Q3943414""",free software license,"""Q28920174""",copyleft free software license,type specialization
466315445,8011,q8011$31F3AB9E-8BBF-413E-8466-427344E9FC9A,569,,date of birth,"""+980-08-07T00:00:00Z""",,"""+980-08-16T00:00:00Z""",,none
468572178,902,Q902$6969fe1b-49e6-530c-99c8-3f4ecc2d2acf,1549,,demonym,"""бангладеше""",,"""бангладешец""",,none
468586416,3437,Q3437$7E1DF1CD-8E56-44E0-9522-46C1A30C07E8,2046,,area,"""+449920000""",,"""+44992""",,formatting
468826621,24606,Q24606$F0F7D38B-46B3-45DA-BEF2-42D15490F9B4,39,,position held,"""Q12097""",king,"""Q22977835""",King of Munster,value specification
469138192,10483,q10483$145650AF-0737-4F4D-AF9C-17EED4215181,94,,coat of arms image,"""Wappen Landkreis Regen.png""",,"""DEU Landkreis Regen COA.svg""",,
469190168,6294,description,-2,,description,"""American politician, senator, U.S. Secretary of State and presidential candidate""",,"""American politician, senator, and U.S. Secretary of State""",,
469677156,3766,Q3766$3018acfd-4cdf-4043-cba3-e15ab0e42409,1705,,native label,"""Dimashq""",,"""Dimaxq""",,
471151689,25,description,-2,,description,"""country in north-west Europe""",,"""country in northwest Europe""",,
472251959,38985,Q38985$FE75F21F-4D72-4E72-AF71-61B40ACA6BA9,131,,located in the administrative territorial entity,"""Q2699442""",Warszawa Wola,"""Q1020136""",Wola,
472476595,41583,Q41583$c1e7ede5-4dd8-5784-1772-7dec69610315,279,,subclass of,"""Q2066131""",athlete,"""Q4390239""",counseling,
472589401,20518,Q20518$518FDA3A-20E3-4880-99B2-9F988D5D94CC,214,,VIAF cluster ID,"""240581695""",,"""236156053""",,
472937436,159,Q159$aa9aa187-480f-79fe-029d-2f06d94c3397,2132,,nominal GDP per capita,"""+14051.599123979""",,"""+14051.599""",,
475633552,8818,Q8818$C2619B9B-78A3-43AB-A2F9-B77DAA35A20F,242,,locator map image,"""Localització de Ciutat de València_respecte_del_País_Valencià.png""",,"""Localització de Ciutat de València respecte del País Valencià.png""",,
477985777,25456,Q25456$31ef90ef-4b1e-0aac-d5c2-3a0edae95214,571,,inception,"""+1924-00-00T00:00:00Z""",,"""+1924-04-01T00:00:00Z""",,
478306811,36908,Q36908$5c282b8c-470d-3cb7-027a-0f41bc6e1b41,18,,image,"""VenedigerSeilschaftAmGipfelgrat.jpg""",,"""Summitting Island Peak.jpg""",,
479021679,11978,description,-2,,description,"""Ingested nutrients into components that may be easily absorbed and directed into metabolism.""",,"""The whole of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism.""",,
479995531,1519,Q1519$21BD6264-1721-423D-940F-88DD3A1B7ADF,473,,local dialing code,"""0097""",,"""00971""",,
482872865,20479,Q20479$604CE997-95EF-4124-8C21-7D65EC481EFC,1195,,file extension,""".agda""",,"""agda""",,
483213947,17038,Q17038$CBABA64C-CDB5-4FDA-80AC-486C32D29E0F,31,,instance of,"""Q313301""",autobahn in Germany,"""Q34442""",road,
483234436,10249,Q10249$5035848F-B702-4BE2-9AED-600C831365D1,31,,instance of,"""Q207621""",software license,"""Q3943414""",free software license,
483518658,4295,Q4295$9577F303-56E2-486E-996C-D3E1437744A6,1559,,name in native language,"""Pierre Abélard""",,"""Petro Abelardi""",,
484214301,12840,description,-2,,description,"""municipality in the province of Ilocos Sur, Philippines""",,"""municipality of the Philippines in the province of Ilocos Sur""",,
486374791,6663,Q6663$ad050076-4b5d-a5b6-2182-29bbacc898a2,31,,instance of,"""Q3494357""",culinary speciality,"""Q746549""",dish,
486808215,29755,Q29755$c185c8f0-4131-48ac-2345-8df28fef903b,18,,image,"""Irisbus Crealis Neo 18 n°707 Montcalm - Florian Fèvre.JPG""",,"""Irisbus Crealis Neo 18 n°707 Montcalm.jpg""",,
486985643,12976,label,-1,,label,"""Baudouin of Belgium""",,"""Baudouin of Belgiu""",,
487767769,16298,Q16298$BAE3540B-797C-4631-9708-B1B07A30F2E4,1705,,native label,"""Os parietale""",,"""os parietale""",,
491385549,33923,Q33923$d160f5c6-4b32-86ed-f627-642e1ff9b5ad,31,,instance of,"""Q12405827""",biblical character,"""Q20643955""",human biblical figure,
492577475,28237,Q28237$646861CB-D578-445C-9A32-94CA1A4F5A51,281,,postal code,"""48901-48980""",,"""48901–48980""",,
493236608,1792,q1792$5B032563-0B67-419A-B159-E92A2915D7B3,281,,postal code,"""80-008 – 80-958""",,"""80-008–80-958""",,
494621416,1079,description,-2,,description,"""American television series""",,"""American television series (2008-2013)""",,
496331233,1899,label,-1,,label,"""Kyiv""",,"""Kiev""",,
500568564,7958,label,-1,,label,"""Explanation""",,"""explanation""",,
503643565,28609,Q28609$1089b7d1-40b6-aaf0-efae-128fae589f2d,131,,located in the administrative territorial entity,"""Q30333393""",,"""Q28648424""",,
513921423,37007,label,-1,,label,"""Zaghawa language""",,"""Zaghawa""",,
513925667,36942,label,-1,,label,"""Yele language""",,"""Yele""",,
514496796,34968,label,-1,,label,"""Bamenyam language""",,"""Bamenyam""",,
514566020,35963,label,-1,,label,"""Cape Verdean creole""",,"""Cape Verdean Creole""",,
522645207,13847,q13847$9BD761B0-7C1B-4A38-AEC7-8F3D714F4779,625,,coordinate location,"{""latitude"": 12.166666666667, ""longitude"": 123.58333333333}",,"{""latitude"": 12.266666666667, ""longitude"": 123.58333333333}",,
523502392,32090,label,-1,,label,"""lifestyle""",,"""life style""",,
523818258,36353,Q36353$c270c664-4597-3542-171c-36a6e5d13a47,279,,subclass of,"""Q33248""",Cushitic,"""Q7399720""",Saho–Afar,
525398484,36081,label,-1,,label,"""Qui Nhơn""",,"""Quy Nhon""",,
527073423,34990,Q34990$5ed534d8-4dee-ffcb-a88c-fa87be60522c,50,,author,"""Q190""",God,"""Q766677""",Yahweh,
531442145,43107,Q43107$74f551fb-4ba7-d491-14bc-e8e5ea72f012,1368,,National Library of Latvia ID,"""LNC10-000144017""",,"""000144017""",,
534153965,33937,Q33937$AE5DEBC2-09E3-40D1-AE19-D71B3E4D5384,527,,has part(s),"""Q950363""",1999 Vuelta a España,"""Q935715""",1985 Vuelta a España,
