"revision_id","entity_id","entity_label","value_id","property_id","change_target","property_label","old_value","old_value_label","new_value","new_value_label","label","datatype"
"1429600535",2766,"iPhone","Q2766$e02abcff-4a0a-f2c5-27a3-62c177404022",856,"rank","official website","{}",NULL,"""normal""",NULL,"reverted_edit","string"
"1521677394",36008,"Mercedes-Benz","Q36008$0ab17123-4c56-9f27-15d9-38024b60cbdd",169,"","chief executive officer","""Q65445""","Dieter Zetsche","""Q19297571""","Ola Källenius","reverted_edit","wikibase-entityid"
"16614661",1,"Universe","q1$4E4479B7-920C-4AB3-A405-5F3A2168DE91",227,"","GND ID","""4079154-3""",NULL,"{}",NULL,"reverted_edit",NULL
"32571250",26876,"Taylor Swift","q26876$B542C4C2-7C72-4DE5-B4F4-0FF6B088E335",106,"","occupation","""Q488205""","singer-songwriter","{}",NULL,"reverted_edit","wikibase-entityid"
"120108319",1,"Universe","Q1$5ec03a9c-4938-677e-51e0-42bb3caf99ea",527,"","has part(s)","""Q2179""","asteroid belt","{}",NULL,"reverted_edit",NULL
"142524126",2,"Earth","Q2$b5ad93f1-401c-7946-f29a-6830c0a9b5cd",527,"","has part(s)","""Q101949""","mantle","{}",NULL,"reverted_edit","wikibase-entityid"
"142524126",2,"Earth","Q2$b5ad93f1-401c-7946-f29a-6830c0a9b5cd",527,"rank","has part(s)","""normal""",NULL,"{}",NULL,"reverted_edit",NULL
"361036021",1,"Universe","description",-2,"","description","{}",NULL,"""totality of planets, stars, galaxies, intergalactic space, or all matter or all energy""",NULL,"reverted_edit","string"
"577493646",23572,"Game of Thrones","Q23572$C7B9B9C7-7236-4073-B67E-F0A0F643BEAC",2437,"","number of seasons","""+7""",NULL,"""+8""",NULL,"reverted_edit","quantity"
"1108086882",2766,"iPhone","Q2766$7ff04ca0-48c4-5229-a7a7-ee2f778da9d6",18,"","image","{}",NULL,"""Apple iPhone.jpg""",NULL,"reverted_edit","string"
"182171910",26876,"Taylor Swift","description",-2,"","description","""singer-songwriter from the México""",NULL,"""singer-songwriter from México""",NULL,"reverted_edit","string"
"67275856",177,"pizza","description",-2,"","description","""italian food made of poo""",NULL,"""italian food made of especialy cheese and tomatoe sauce""",NULL,"reverted_edit","string"
"7720368",30,"United States","q30$CBCB1468-41B8-4D92-80B4-E3BF3F24B92C",37,"","official language","""Q1860""","English","""novalue""",NULL,"reverted_edit","unknown-values"
"1320009841",36008,"Mercedes-Benz","Q36008$e0e8583d-43e3-0674-936a-4e45c8f71079",154,"","logo image","""Mercedes_benz_logo_1902.png""",NULL,"""Mercedes benz logo 1902.png""",NULL,"reverted_edit","string"
"37467290",2766,"iPhone","label",-1,"","label","""iPhone""",NULL,"""iPhone HI , Iv just joined this site , its the facebook of porn , you can upload pics and videos , find me on there for sex :P  ---> xxxxyeah.co.uk""",NULL,"reverted_edit","string"
"78713053",2766,"iPhone","label",-1,"","label","""iPhone""",NULL,"""MINH""",NULL,"reverted_edit","string"
"188473903",2766,"iPhone","label",-1,"","label","""iPhone""",NULL,"""my butthole""",NULL,"reverted_edit","string"
"199536031",2766,"iPhone","label",-1,"","label","""iPhone""",NULL,"""Laura chapero diaz es la niña mas guapa del mundo""",NULL,"reverted_edit","string"
"37465649",2766,"iPhone","description",-2,"","description","""line of smartphones designed and marketed by Apple Inc""",NULL,"""JOIN THIS SITE ITS A ADULT SOCIAL NETWORK SITE xxxxyeah.co.uk""",NULL,"reverted_edit","string"
"199535909",2766,"iPhone","description",-2,"","description","""line of smartphones designed and marketed by Apple Inc""",NULL,"""la creadora de verdad es laura chapoero diaz""",NULL,"reverted_edit","string"
"204970622",2766,"iPhone","description",-2,"","description","""line of smartphones designed and marketed by Apple Inc""",NULL,"""polla""",NULL,"reverted_edit","string"
"258901532",2766,"iPhone","description",-2,"","description","""line of smartphones designed and marketed by Apple Inc.""",NULL,"""El iPhone se fabricó en America""",NULL,"reverted_edit","string"
"412989918",2766,"iPhone","description",-2,"","description","""line of smartphones designed and marketed by Apple Inc.""",NULL,"""line of smartphones designed and marketed by Pear Inc.""",NULL,"reverted_edit","string"
"612985833",2766,"iPhone","description",-2,"","description","""line of smartphones designed and marketed by Apple Inc.""",NULL,"""We slow em down""",NULL,"reverted_edit","string"
"911308910",2766,"iPhone","description",-2,"","description","""line of smartphones designed and marketed by Apple Inc.""",NULL,"""holaxd""",NULL,"reverted_edit","string"
"1307994410",2766,"iPhone","Q2766$8FA187B6-88D0-455B-9515-005AE0FE4479",31,"","instance of","""Q811701""","model series","""Q9293042""","Mad Pride","reverted_edit","wikibase-entityid"
"50086874",26876,"Taylor Swift","q26876$54b49fb8-4b11-170e-f634-0f28f5a01145",569,"calendarmodel","date of birth","""Q1985727""","proleptic Gregorian calendar","""Q1985786""",NULL,"reverted_edit","time"
"82718888",1,"Universe","label",-1,"","label","""Universe""",NULL,"""My hairy ballsack""",NULL,"reverted_edit","string"
"119838967",1,"Universe","Q1$55FDA013-5B39-4181-9149-A1217FBD045A",31,"","instance of","{}",NULL,"""Q16521""","taxon","reverted_edit","wikibase-entityid"
"283990941",1,"Universe","Q1$DEF36F58-2507-4EC5-845A-46E3EA722780",31,"","instance of","{}",NULL,"""Q5""","human","reverted_edit","wikibase-entityid"
"11221611",2,"Earth","q2$888C34F3-E429-4830-A5A1-049BF91DF545",20,"","place of death","{}",NULL,"""Q15""","Africa","reverted_edit","wikibase-entityid"
"22181888",2,"Earth","q2$910128EA-1638-483E-94DC-FAB130C14D3C",397,"","parent astronomical body","{}",NULL,"""Q525""","Sun","reverted_edit","wikibase-entityid"
"48977958",5,"human","q5$61FAEFA4-F943-4FF8-9621-D1D2374FA9F4",31,"","instance of","{}",NULL,"""Q16521""","taxon","reverted_edit","wikibase-entityid"
"91723469",5,"human","Q5$13a8d577-420e-e700-aa1f-a39e5e2259b9",75,"",NULL,"{}",NULL,"""Q729""","animal","reverted_edit","wikibase-entityid"
"91723597",5,"human","Q5$c9174301-4108-0b12-1c7e-5cfcbb793475",76,"",NULL,"{}",NULL,"""Q10915""","Chordata","reverted_edit","wikibase-entityid"
"91723639",5,"human","Q5$d1130c34-43c6-f8e8-ed60-10d85765c094",77,"",NULL,"{}",NULL,"""Q7377""","mammal","reverted_edit","wikibase-entityid"
"91723676",5,"human","Q5$cee48698-44d5-ffaa-f7e3-c4e2a7bac0d2",70,"",NULL,"{}",NULL,"""Q7380""","primate","reverted_edit","wikibase-entityid"
"126392460",5,"human","Q5$7151e96b-4201-d2e9-9e7b-2ebd4a4daa8e",279,"","subclass of","{}",NULL,"""Q171283""","Homo","reverted_edit","wikibase-entityid"
"886744271",2766,"iPhone","Q2766$1b1ab294-4c7b-d890-42ad-fe8ca0672ce6",31,"","instance of","{}",NULL,"""Q22645""","smartphone","reverted_edit","wikibase-entityid"
"1321568819",2766,"iPhone","Q2766$8aa4657b-4961-a478-1070-fe5d9035cd9d",3712,"","has goal","{}",NULL,"""Q1967458""","planned obsolescence","reverted_edit","wikibase-entityid"
"31889836",26876,"Taylor Swift","q26876$5bda2d50-41bb-e917-244d-15c8f86f66ad",19,"",NULL,"{}",NULL,"""Q639354""","Female","reverted_edit","wikibase-entityid"
"79356972",5,"human","Q5$711794a4-4318-7f13-bf99-b48a96a9b33a",910,"","topic's main category","""Q9414408""","Category:Homo sapiens","{}",NULL,"reverted_edit","wikibase-entityid"
"192803526",5,"human","Q5$cbb59d6f-4a8d-e3e0-a6f4-2dfdc66aa0fc",31,"","instance of","""Q164509""","omnivore","{}",NULL,"reverted_edit","wikibase-entityid"
"119134769",5,"human","Q5$7151e96b-4201-d2e9-9e7b-2ebd4a4daa8e",279,"","subclass of","""Q171283""","Homo","{}",NULL,"reverted_edit","wikibase-entityid"
"152027588",5,"human","Q5$4508557a-4eaa-bcbb-db19-10096d000e0b",279,"","subclass of","""Q215627""","person","{}",NULL,"reverted_edit","wikibase-entityid"
"13836044",30,"United States","q30$49633849-8683-4BC4-99D3-CF83AD6DB2C6",35,"","head of state","""Q76""","President Obama","{}",NULL,"reverted_edit",NULL
"32570742",26876,"Taylor Swift","q26876$7C5DE35C-A2DE-4622-ABF3-BB5A99A2F5F6",106,"","occupation","""Q177220""","singer","{}",NULL,"reverted_edit","wikibase-entityid"
"933681563",177,"pizza","Q177$47222051-4c78-6d4c-2fc3-df888183f01f",495,"","country of origin","""Q38""","Italy","""Q17""","Japan","reverted_edit","wikibase-entityid"
"933681790",177,"pizza","Q177$F50982AF-5183-47CD-AE5D-80F1FE2751ED",31,"","instance of","""Q19861951""","type of food or dish","""Q191615""","Pizza Hut","reverted_edit","wikibase-entityid"
"8480508",76,"Barack Obama","q76$D8148898-6FC2-4129-8880-362D58DFC6A6",19,"",NULL,"""Q18094""","Honolulu","""Q229306""","Arizona","reverted_edit","wikibase-entityid"
"15142503",76,"Barack Obama","q76$A779375B-8B6E-45F5-9E1C-E56225F19C79",27,"","country of citizenship","""Q30""","United States","""Q238593""","D.C. United","reverted_edit","wikibase-entityid"
"18694410",76,"Barack Obama","q76$A779375B-8B6E-45F5-9E1C-E56225F19C79",27,"","country of citizenship","""Q30""","United States","""Q403""","Serbia","reverted_edit","wikibase-entityid"
"26325525",76,"Barack Obama","q76$D8148898-6FC2-4129-8880-362D58DFC6A6",19,"",NULL,"""Q18094""","Honolulu","""Q2261236""","China","reverted_edit","wikibase-entityid"
"32421703",76,"Barack Obama","q76$A779375B-8B6E-45F5-9E1C-E56225F19C79",27,"","country of citizenship","""Q30""","United States","""Q5555325""","Dominion of Ghana","reverted_edit","wikibase-entityid"
"26324701",76,"Barack Obama","q76$A779375B-8B6E-45F5-9E1C-E56225F19C79",27,"","country of citizenship","""Q30""","United States","""Q510586""","Africa","reverted_edit","wikibase-entityid"
"22176515",2,"Earth","q2$BA188617-777F-4055-919D-45F85C4844AE",107,"",NULL,"""Q1969448""","term","""Q618123""","geographical feature","reverted_edit","wikibase-entityid"
"16486914",5,"human","q5$CEE043A5-275D-41F8-9D60-549B5E43F212",74,"",NULL,"""Q171283""","Homo","""Q20897""","dogs chocolate","reverted_edit","wikibase-entityid"
"10288949",30,"United States","q30$49633849-8683-4BC4-99D3-CF83AD6DB2C6",35,"","head of state","""Q76""","President Obama","""Q5208330""","Daffy Duck & Egghead","reverted_edit","wikibase-entityid"
"15099244",30,"United States","q30$49633849-8683-4BC4-99D3-CF83AD6DB2C6",35,"","head of state","""Q76""","President Obama","""Q5537484""","George Bush","reverted_edit","wikibase-entityid"
"15062820",30,"United States","q30$49633849-8683-4BC4-99D3-CF83AD6DB2C6",35,"","head of state","""Q76""","President Obama","""Q319918""","Daffy Duck","reverted_edit","wikibase-entityid"
"377205620",2766,"iPhone","q2766$8de34b2a-49d6-c9fd-a2d7-b38f3be966d8",287,"","designed by","""Q164750""","Jony Ive","""Q22686""","Donald Trump","reverted_edit","wikibase-entityid"
"377205661",2766,"iPhone","q2766$686369F5-131D-4CEA-9F3D-F5D567EAF072",31,"","instance of","""Q22645""","smartphone","""Q156490""","Smart","reverted_edit","wikibase-entityid"
"413198407",2766,"iPhone","q2766$686369F5-131D-4CEA-9F3D-F5D567EAF072",31,"","instance of","""Q22645""","smartphone","""Q14748""","table","reverted_edit","wikibase-entityid"
"458911583",23572,"Game of Thrones","q23572$4d40cfa8-4473-eead-8416-23a1f2b41e32",495,"","country of origin","""Q30""","United States","""Q257294""","England","reverted_edit","wikibase-entityid"
"41244638",26876,"Taylor Swift","q26876$E4BB191D-972F-4C43-A854-5C86BE7CC146",19,"",NULL,"""Q1400""","Pennsylvania","""Q237896""","Reading","reverted_edit","wikibase-entityid"
"1476147053",36008,"Mercedes-Benz","Q36008$0ab17123-4c56-9f27-15d9-38024b60cbdd",169,"rank","chief executive officer","{}",NULL,"""normal""",NULL,"reverted_edit","wikibase-entityid"
"1476147053",36008,"Mercedes-Benz","Q36008$0ab17123-4c56-9f27-15d9-38024b60cbdd",169,"","chief executive officer","{}",NULL,"""Q65445""","Dieter Zetsche","reverted_edit","wikibase-entityid"
"22181622",2,"Earth","q2$3D43ECCC-55C9-4C9E-B045-DF68452E4756",31,"","instance of","""Q634""","planet","{}",NULL,"reverted_edit",NULL
"32571371",26876,"Taylor Swift","q26876$8D18B84D-976D-426A-8039-C676D289D9BC",106,"","occupation","""Q33999""","actor","""Q7302201""","Rebounder","reverted_edit","wikibase-entityid"
"126729452",5,"human","Q5$57b0e7f1-4b68-bffa-51be-788d482bef36",1245,"rank","OmegaWiki Defined Meaning","{}",NULL,"""normal""",NULL,"reverted_edit","string"
"119134769",5,"human","Q5$7151e96b-4201-d2e9-9e7b-2ebd4a4daa8e",279,"rank","subclass of","""normal""",NULL,"{}",NULL,"reverted_edit",NULL
"152027588",5,"human","Q5$4508557a-4eaa-bcbb-db19-10096d000e0b",279,"rank","subclass of","""normal""",NULL,"{}",NULL,"reverted_edit",NULL
"126392460",5,"human","Q5$7151e96b-4201-d2e9-9e7b-2ebd4a4daa8e",279,"rank","subclass of","{}",NULL,"""normal""",NULL,"reverted_edit","wikibase-entityid"
"377205605",2766,"iPhone","q2766$1A2D5A59-2AA8-4567-AE4D-38BC9DCD1195",373,"","Commons category","""IPhone""",NULL,"""I phoney""",NULL,"reverted_edit","string"
"1319985443",36008,"Mercedes-Benz","Q36008$e0e8583d-43e3-0674-936a-4e45c8f71079",154,"","logo image","""Mercedes-Benz Logo 2010.svg""",NULL,"""Mercedes_benz_logo_1902.png""",NULL,"reverted_edit","string"
"119838967",1,"Universe","Q1$55FDA013-5B39-4181-9149-A1217FBD045A",31,"rank","instance of","{}",NULL,"""normal""",NULL,"reverted_edit","wikibase-entityid"
"207774126",5,"human","Q5$9b31ac39-47a9-45e8-1ba2-11e3dee7483f",279,"rank","subclass of","""normal""",NULL,"{}",NULL,"reverted_edit",NULL
"207774132",5,"human","Q5$09aa5103-4d29-d56f-a330-c100f50c022e",279,"","subclass of","""Q18613914""",NULL,"{}",NULL,"reverted_edit","wikibase-entityid"
"207774132",5,"human","Q5$09aa5103-4d29-d56f-a330-c100f50c022e",279,"rank","subclass of","""normal""",NULL,"{}",NULL,"reverted_edit",NULL
"274996857",177,"pizza","q177$1035B19C-588D-44C0-A501-225FF7A444A9",373,"","Commons category","""Pizzas""",NULL,"""Pizza is an Italian dish of oven-baked bread with various toppings.  While many believe pizzas are baked as equals, only pizza connoisseurs have determined that both New York and Chicago pizzas are superior, and therefore should be the only destinations in the world that refer to their italian dish of oven-baked bread with various toppings as pizza.""",NULL,"reverted_edit","string"
"289069735",177,"pizza","Q177$F8E768C8-FFE6-42BC-BA39-011DB0ACA7DA",1978,"","USDA NDB number","""21479""",NULL,"""21479---------------------9-978i4rwrfyuh""",NULL,"reverted_edit","string"
"302532016",177,"pizza","Q177$F8E768C8-FFE6-42BC-BA39-011DB0ACA7DA",1978,"","USDA NDB number","""21479""",NULL,"""dick""",NULL,"reverted_edit","string"
"332721621",177,"pizza","q177$1035B19C-588D-44C0-A501-225FF7A444A9",373,"","Commons category","""Pizzas""",NULL,"""Bree is trash""",NULL,"reverted_edit","string"
"803233736",177,"pizza","Q177$47222051-4c78-6d4c-2fc3-df888183f01f",495,"","country of origin","""Q38""","Italy","""Q177""","pizza","reverted_edit","wikibase-entityid"
"1032360058",36008,"Mercedes-Benz","Q36008$e0e8583d-43e3-0674-936a-4e45c8f71079",154,"","logo image","""Mercedes-Benz Logo 2010.svg""",NULL,"""24 Marzo 2006 - Marcha 1.JPG""",NULL,"reverted_edit","string"
"12025931",30,"United States","q30$49633849-8683-4BC4-99D3-CF83AD6DB2C6",35,"","head of state","""Q76""","President Obama","""Q319918""","Daffy Duck","reverted_edit","wikibase-entityid"
"16614661",1,"Universe","q1$4E4479B7-920C-4AB3-A405-5F3A2168DE91",227,"rank","GND ID","""normal""",NULL,"{}",NULL,"reverted_edit",NULL
"22181622",2,"Earth","q2$3D43ECCC-55C9-4C9E-B045-DF68452E4756",31,"rank","instance of","""normal""",NULL,"{}",NULL,"reverted_edit",NULL
"32571250",26876,"Taylor Swift","q26876$B542C4C2-7C72-4DE5-B4F4-0FF6B088E335",106,"rank","occupation","""normal""",NULL,"{}",NULL,"reverted_edit",NULL
"79356972",5,"human","Q5$711794a4-4318-7f13-bf99-b48a96a9b33a",910,"rank","topic's main category","""normal""",NULL,"{}",NULL,"reverted_edit",NULL
"577493750",23572,"Game of Thrones","Q23572$46DBE7C8-8334-4294-A283-332F16595779",1113,"","number of episodes","""+67""",NULL,"""+73""",NULL,"reverted_edit","quantity"
"302532185",177,"pizza","Q177$F8E768C8-FFE6-42BC-BA39-011DB0ACA7DA",1978,"","USDA NDB number","""dick""",NULL,"""www.google.com""",NULL,"reverted_edit","string"
"10289489",30,"United States","q30$49633849-8683-4BC4-99D3-CF83AD6DB2C6",35,"","head of state","""Q5208330""","Daffy Duck & Egghead","""Q319918""","Daffy Duck","reverted_edit","wikibase-entityid"
"332722025",177,"pizza","q177$1035B19C-588D-44C0-A501-225FF7A444A9",373,"","Commons category","""Bree is trash""",NULL,"""pizzas""",NULL,"reverted_edit","string"
"377205642",2766,"iPhone","q2766$0B53004E-74F0-4559-9361-1646A1ECD98F",176,"","manufacturer","""Q312""","Apple Inc.","""Q89""","apple","reverted_edit","wikibase-entityid"
"616455527",82261,"Haplorhini","Q82261$a1c1bd2c-490e-fa39-6c0b-f0b80748e413",571,"precision","inception",NULL,NULL,"""3""",NULL,"reverted_edit","time"
"616455527",82261,"Haplorhini","Q82261$a1c1bd2c-490e-fa39-6c0b-f0b80748e413",571,"","inception",NULL,NULL,"""-63000000-00-00T00:00:00Z""",NULL,"reverted_edit","time"
"359793498",326211,"Fausto Reinaga","Q326211$76FD07CD-BF3A-428E-82C3-71D10312F4FE",213,"rank","ISNI","{}",NULL,"""normal""",NULL,"reverted_edit","string"
"359793498",326211,"Fausto Reinaga","Q326211$9C0817B1-E004-44AA-AEA2-C1EC165FFC51",245,"rank","Union List of Artist Names ID","{}",NULL,"""normal""",NULL,"reverted_edit","string"
"359793498",326211,"Fausto Reinaga","Q326211$0DD1080D-8B66-4D37-A1D0-EA59444F86A7",735,"","given name","{}",NULL,"""Q2897866""","Louis","reverted_edit","wikibase-entityid"
"359793498",326211,"Fausto Reinaga","Q326211$0DD1080D-8B66-4D37-A1D0-EA59444F86A7",735,"rank","given name","{}",NULL,"""normal""",NULL,"reverted_edit","wikibase-entityid"
"359793498",326211,"Fausto Reinaga","Q326211$7EE0736D-B535-42C4-906E-0C1051F56A3C",2843,"","Benezit ID","{}",NULL,"""B00203824""",NULL,"reverted_edit","string"
"359793498",326211,"Fausto Reinaga","Q326211$7EE0736D-B535-42C4-906E-0C1051F56A3C",2843,"rank","Benezit ID","{}",NULL,"""normal""",NULL,"reverted_edit","string"
"359793498",326211,"Fausto Reinaga","Q326211$B14B1C0F-E97D-4465-8A68-686F22B7D459",268,"rank","Bibliothèque nationale de France ID","{}",NULL,"""normal""",NULL,"reverted_edit","string"
"359793498",326211,"Fausto Reinaga","Q326211$913CCC7E-FE4F-45FE-8D49-5B1538A601BE",269,"","IdRef ID","{}",NULL,"""145942848""",NULL,"reverted_edit","string"
"359793498",326211,"Fausto Reinaga","Q326211$913CCC7E-FE4F-45FE-8D49-5B1538A601BE",269,"rank","IdRef ID","{}",NULL,"""normal""",NULL,"reverted_edit","string"
"809299456",53592,"From the Earth to the Moon","Q53592$D3CADD58-328A-4F35-A6EE-D503CD6AE94E",1476,"","title","{}",NULL,"""De la terre à la lune""",NULL,"reverted_edit","monolingualtext"
"809299456",53592,"From the Earth to the Moon","Q53592$D3CADD58-328A-4F35-A6EE-D503CD6AE94E",1476,"language","title","{}",NULL,"""fr""",NULL,"reverted_edit","monolingualtext"
"809299456",53592,"From the Earth to the Moon","Q53592$D3CADD58-328A-4F35-A6EE-D503CD6AE94E",1476,"rank","title","{}",NULL,"""normal""",NULL,"reverted_edit","monolingualtext"
"1316817828",463861,"Joseph Gungl","Q463861$80066E69-8F8B-4B15-BA2B-276F674878EB",570,"","date of death",NULL,NULL,"""+1889-00-00T00:00:00Z""",NULL,"reverted_edit","time"
"863505939",74729,"Vercelli Synagogue","Q74729$8D8D509A-95E3-4CF7-932F-95CFD9D58DC4",571,"precision","inception",NULL,NULL,"""9""",NULL,"reverted_edit","time"
"790721131",80541,"Sultan Ahmed Mosque","Q80541$7A0F51C2-7BC0-4F5E-89BD-EC189249F805",571,"precision","inception",NULL,NULL,"""9""",NULL,"reverted_edit","time"
"1413434391",44301,"Jim Morrison","Q44301$F30A45BB-6E9E-416F-93A3-DB167A1AA0D6",569,"precision","date of birth",NULL,NULL,"""9""",NULL,"reverted_edit","time"
"790754791",74925,"Lobbes Abbey","Q74925$5AE697C6-B018-4181-9E97-C1AC5417D1F2",571,"calendarmodel","inception",NULL,NULL,"""Q1985727""",NULL,"reverted_edit","time"
"359793498",326211,"Fausto Reinaga","Q326211$A41D8156-BB5E-4578-8C9E-76C8B77D32B2",569,"","date of birth",NULL,NULL,"""+1864-01-03T00:00:00Z""",NULL,"reverted_edit","time"
"359793498",326211,"Fausto Reinaga","Q326211$A41D8156-BB5E-4578-8C9E-76C8B77D32B2",569,"calendarmodel","date of birth",NULL,NULL,"""Q1985727""",NULL,"reverted_edit","time"
"359793498",326211,"Fausto Reinaga","Q326211$A41D8156-BB5E-4578-8C9E-76C8B77D32B2",569,"precision","date of birth",NULL,NULL,"""11""",NULL,"reverted_edit","time"
"359793498",326211,"Fausto Reinaga","Q326211$A41D8156-BB5E-4578-8C9E-76C8B77D32B2",569,"rank","date of birth",NULL,NULL,"""normal""",NULL,"reverted_edit","time"
"62762858",84464,"Constanze Mozart","q84464$728d3d72-4f44-672d-086b-1256402e49c9",569,"precision","date of birth",NULL,NULL,"""11""",NULL,"reverted_edit","time"
"921041621",79154,"Cathedral of the Holy Spirit","Q79154$21D34756-4709-466D-9F6D-7CEEC33626B8",571,"calendarmodel","inception",NULL,NULL,"""Q1985727""",NULL,"reverted_edit","time"
"1494216952",28959,"Han Fei","Q28959$4e304da6-469f-8bcc-0752-1b4ecaad0d9e",569,"","date of birth",NULL,NULL,"""-288-00-00T00:00:00Z""",NULL,"reverted_edit","time"
"1494216952",28959,"Han Fei","Q28959$4e304da6-469f-8bcc-0752-1b4ecaad0d9e",569,"calendarmodel","date of birth",NULL,NULL,"""Q1985786""",NULL,"reverted_edit","time"
"1494216952",28959,"Han Fei","Q28959$4e304da6-469f-8bcc-0752-1b4ecaad0d9e",569,"rank","date of birth",NULL,NULL,"""deprecated""",NULL,"reverted_edit","time"
"1494216952",28959,"Han Fei","Q28959$4e304da6-469f-8bcc-0752-1b4ecaad0d9e",569,"precision","date of birth",NULL,NULL,"""9""",NULL,"reverted_edit","time"
"1413434391",44301,"Jim Morrison","Q44301$F30A45BB-6E9E-416F-93A3-DB167A1AA0D6",569,"rank","date of birth",NULL,NULL,"""normal""",NULL,"reverted_edit","time"
"921041621",79154,"Cathedral of the Holy Spirit","Q79154$21D34756-4709-466D-9F6D-7CEEC33626B8",571,"precision","inception",NULL,NULL,"""9""",NULL,"reverted_edit","time"
"62762858",84464,"Constanze Mozart","q84464$728d3d72-4f44-672d-086b-1256402e49c9",569,"","date of birth",NULL,NULL,"""+1762-01-05T00:00:00Z""",NULL,"reverted_edit","time"
"62762858",84464,"Constanze Mozart","q84464$728d3d72-4f44-672d-086b-1256402e49c9",569,"calendarmodel","date of birth",NULL,NULL,"""Q1985727""",NULL,"reverted_edit","time"
"62762858",84464,"Constanze Mozart","q84464$728d3d72-4f44-672d-086b-1256402e49c9",569,"rank","date of birth",NULL,NULL,"""normal""",NULL,"reverted_edit","time"
"863505939",74729,"Vercelli Synagogue","Q74729$8D8D509A-95E3-4CF7-932F-95CFD9D58DC4",571,"rank","inception",NULL,NULL,"""normal""",NULL,"reverted_edit","time"
"1105689906",59698,"Swakopmund","Q59698$b546e0b1-48e7-d158-3120-27ca0fb555fe",571,"calendarmodel","inception",NULL,NULL,"""Q1985786""",NULL,"reverted_edit","time"
"1105689906",59698,"Swakopmund","Q59698$b546e0b1-48e7-d158-3120-27ca0fb555fe",571,"precision","inception",NULL,NULL,"""10""",NULL,"reverted_edit","time"
"1105689906",59698,"Swakopmund","Q59698$b546e0b1-48e7-d158-3120-27ca0fb555fe",571,"rank","inception",NULL,NULL,"""normal""",NULL,"reverted_edit","time"
"790721131",80541,"Sultan Ahmed Mosque","Q80541$7A0F51C2-7BC0-4F5E-89BD-EC189249F805",571,"","inception",NULL,NULL,"""+1616-00-00T00:00:00Z""",NULL,"reverted_edit","time"
"790721131",80541,"Sultan Ahmed Mosque","Q80541$7A0F51C2-7BC0-4F5E-89BD-EC189249F805",571,"calendarmodel","inception",NULL,NULL,"""Q1985727""",NULL,"reverted_edit","time"
"790721131",80541,"Sultan Ahmed Mosque","Q80541$7A0F51C2-7BC0-4F5E-89BD-EC189249F805",571,"rank","inception",NULL,NULL,"""normal""",NULL,"reverted_edit","time"
"616455527",82261,"Haplorhini","Q82261$a1c1bd2c-490e-fa39-6c0b-f0b80748e413",571,"rank","inception",NULL,NULL,"""normal""",NULL,"reverted_edit","time"
"921041621",79154,"Cathedral of the Holy Spirit","Q79154$21D34756-4709-466D-9F6D-7CEEC33626B8",571,"","inception",NULL,NULL,"""+1846-00-00T00:00:00Z""",NULL,"reverted_edit","time"
"921041621",79154,"Cathedral of the Holy Spirit","Q79154$21D34756-4709-466D-9F6D-7CEEC33626B8",571,"rank","inception",NULL,NULL,"""normal""",NULL,"reverted_edit","time"
"1316817828",463861,"Joseph Gungl","Q463861$80066E69-8F8B-4B15-BA2B-276F674878EB",570,"calendarmodel","date of death",NULL,NULL,"""Q1985727""",NULL,"reverted_edit","time"
"1316817828",463861,"Joseph Gungl","Q463861$80066E69-8F8B-4B15-BA2B-276F674878EB",570,"rank","date of death",NULL,NULL,"""normal""",NULL,"reverted_edit","time"
"1413434391",44301,"Jim Morrison","Q44301$F30A45BB-6E9E-416F-93A3-DB167A1AA0D6",569,"","date of birth",NULL,NULL,"""+1943-01-01T00:00:00Z""",NULL,"reverted_edit","time"
"1413434391",44301,"Jim Morrison","Q44301$F30A45BB-6E9E-416F-93A3-DB167A1AA0D6",569,"calendarmodel","date of birth",NULL,NULL,"""Q1985727""",NULL,"reverted_edit","time"
"150150656",183370,"16th century BC","Q183370$9AE49BC1-1816-4AFB-90B4-1DC8EEACA14C",585,"rank","point in time",NULL,NULL,"""normal""",NULL,"reverted_edit","time"
"1004656017",446724,"Grand Duke Konstantin Nikolayevich of Russia","Q446724$f594bb54-ab8b-4a3c-adf4-0910c8090a2d",570,"calendarmodel","date of death",NULL,NULL,"""Q1985727""",NULL,"reverted_edit","time"
"1004656017",446724,"Grand Duke Konstantin Nikolayevich of Russia","Q446724$f594bb54-ab8b-4a3c-adf4-0910c8090a2d",570,"precision","date of death",NULL,NULL,"""11""",NULL,"reverted_edit","time"
"1413434391",44301,"Jim Morrison","Q44301$BD104C61-E82F-45E4-A51C-0875D6449BD5",570,"","date of death",NULL,NULL,"""+1971-01-01T00:00:00Z""",NULL,"reverted_edit","time"
"1316807218",45420,"Yolande Louise of Savoy","Q45420$DD14D2F2-1BDF-4037-A2D4-10E31EE86B45",570,"calendarmodel","date of death",NULL,NULL,"""Q1985727""",NULL,"reverted_edit","time"
"863505939",74729,"Vercelli Synagogue","Q74729$8D8D509A-95E3-4CF7-932F-95CFD9D58DC4",571,"calendarmodel","inception",NULL,NULL,"""Q1985727""",NULL,"reverted_edit","time"
"150130476",83408,"354 BC","Q83408$18DF742E-6F28-47C8-8174-0B8E4B8B4919",585,"calendarmodel","point in time",NULL,NULL,"""Q1985727""",NULL,"reverted_edit","time"
